Ref,Val,Package,PosX,PosY,Rot,Side
"C100","0.1u","CAP_NONPOL_0402",221.170000,-66.360000,0.000000,top
"C102","0.1u","CAP_NONPOL_0402",224.070000,-73.010000,0.000000,top
"C103","1u","CAP_NONPOL_0805",215.570000,-110.725000,180.000000,top
"C104","10p","CAP_NONPOL_0402",221.970000,-103.210000,0.000000,top
"C105","10p","CAP_NONPOL_0402",219.770000,-103.210000,180.000000,top
"C106","1u","CAP_NONPOL_0603",105.870000,-136.210000,0.000000,top
"C107","0.1u","CAP_NONPOL_0402",222.770000,-110.410000,-90.000000,top
"C108","22u","CAP_NONPOL_0805",216.970000,-84.810000,180.000000,top
"C109","0.1u","CAP_NONPOL_0402",214.170000,-71.210000,0.000000,top
"C110","0.1u","CAP_NONPOL_0402",183.720000,-59.910000,-90.000000,top
"C111","0.1u","CAP_NONPOL_0402",216.464999,-71.205000,180.000000,top
"C112","0.1u","CAP_NONPOL_0402",183.770000,-61.960000,90.000000,top
"C113","0.1u","CAP_NONPOL_0402",214.370000,-81.010000,0.000000,top
"C114","10n","CAP_NONPOL_0402",109.120000,-137.210000,180.000000,top
"C115","0.1u","CAP_NONPOL_0402",216.570000,-81.010000,180.000000,top
"C116","0.1u","CAP_NONPOL_0402",216.570000,-79.810000,180.000000,top
"C117","0.1u","CAP_NONPOL_0402",160.675000,-51.104999,90.000000,top
"C118","22u","CAP_NONPOL_0805",167.070000,-90.010000,0.000000,top
"C119","0.1u","CAP_NONPOL_0402",158.870000,-45.810000,180.000000,top
"C120","22u","CAP_NONPOL_0805",159.370000,-48.610000,180.000000,top
"C121","0.1u","CAP_NONPOL_0402",147.970000,-49.710000,90.000000,top
"C122","0.1u","CAP_NONPOL_0402",154.070000,-50.410000,90.000000,top
"C123","10n","CAP_NONPOL_0402",107.620000,-124.960000,180.000000,top
"C124","1u","CAP_NONPOL_0805",120.570000,-85.010000,180.000000,top
"C125","0.1u","CAP_NONPOL_0402",120.064999,-86.605000,180.000000,top
"C127","22u","CAP_NONPOL_0805",152.995000,-85.910000,180.000000,top
"C128","0.1u","CAP_NONPOL_0402",152.495000,-84.310000,180.000000,top
"C132","22u","CAP_NONPOL_0805",160.770000,-91.110000,-90.000000,top
"C133","0.1u","CAP_NONPOL_0402",164.570000,-100.960000,-90.000000,top
"C134","0.1u","CAP_NONPOL_0402",161.720000,-100.210000,180.000000,top
"C135","220p","CAP_NONPOL_0402",155.200001,-86.610000,90.000000,top
"C136","22p","CAP_NONPOL_0402",156.400000,-84.510000,90.000000,top
"C137","560p","CAP_NONPOL_0402",152.975000,-73.310000,-90.000000,top
"C138","1u","CAP_NONPOL_0805",140.274999,-72.810000,90.000000,top
"C139","1u","CAP_NONPOL_0805",142.275000,-72.810000,90.000000,top
"C140","1u","CAP_NONPOL_0805",153.275000,-64.310000,-90.000000,top
"C141","1u","CAP_NONPOL_0805",151.075000,-64.310000,-90.000000,top
"C142","0.1u","CAP_NONPOL_0402",147.575000,-68.510000,180.000000,top
"C143","0.1u","CAP_NONPOL_0402",147.575001,-67.010000,0.000000,top
"C144","22u","CAP_NONPOL_0805",153.070000,-96.410000,-90.000000,top
"C146","0.1u","CAP_NONPOL_0402",151.170000,-101.210000,-90.000000,top
"C147","22p","CAP_NONPOL_0402",156.395000,-82.310000,-90.000000,top
"C148","0.1u","CAP_NONPOL_0402",147.570000,-101.210000,-90.000000,top
"C151","22p","CAP_NONPOL_0402",152.064999,-71.210001,-90.000000,top
"C152","100p","CAP_NONPOL_0402",148.475000,-71.610000,90.000000,top
"C153","0.1u","CAP_NONPOL_0402",149.370000,-101.210000,-90.000000,top
"C154","22u","CAP_NONPOL_0805",151.070000,-96.410000,-90.000000,top
"C155","0.1u","CAP_NONPOL_0402",147.075000,-73.410000,0.000000,top
"C156","22u","CAP_NONPOL_0805",174.969999,-102.610000,180.000000,top
"C157","100p","CAP_NONPOL_0402",169.870000,-101.560000,90.000000,top
"C158","0.1u","CAP_NONPOL_0402",174.470000,-101.060000,180.000000,top
"C160","0.1u","CAP_NONPOL_0402",166.020000,-102.010000,90.000000,top
"C162","22u","CAP_NONPOL_0805",145.870000,-100.710000,-90.000000,top
"C163","22u","CAP_NONPOL_0805",143.870000,-100.710000,-90.000000,top
"C164","0.1u","CAP_NONPOL_0402",141.370000,-94.960000,180.000000,top
"C165","22u","CAP_NONPOL_0805",137.120000,-93.110000,-90.000000,top
"C166","22u","CAP_NONPOL_0805",139.120000,-93.110000,-90.000000,top
"C167","10n","CAP_NONPOL_0402",105.614999,-112.705000,180.000000,top
"C168","0.1u","CAP_NONPOL_0402",116.270000,-133.960000,90.000000,top
"C169","0.1u","CAP_NONPOL_0402",114.770000,-121.704999,90.000000,top
"C170","0.1u","CAP_NONPOL_0402",112.570000,-109.454999,90.000000,top
"C172","22u","CAP_NONPOL_0805",110.270000,-82.110000,180.000000,top
"C173","13p","CAP_NONPOL_0402",106.109998,-134.650000,180.000000,top
"C174","13p","CAP_NONPOL_0402",104.570000,-122.410000,180.000000,top
"C175","13p","CAP_NONPOL_0402",102.370000,-110.260000,180.000000,top
"C178","22u","CAP_NONPOL_0805",123.870000,-136.310000,90.000000,top
"C179","22u","CAP_NONPOL_0805",122.370000,-119.410000,-90.000000,top
"C180","22u","CAP_NONPOL_0805",120.170000,-107.210000,-90.000000,top
"C181","22u","CAP_NONPOL_0805",123.870000,-131.510000,-90.000000,top
"C182","22u","CAP_NONPOL_0805",122.365000,-124.285000,90.000000,top
"C183","22u","CAP_NONPOL_0805",120.170000,-112.010000,90.000000,top
"C187","0.1u","CAP_NONPOL_0402",130.120000,-136.710000,90.000000,top
"C188","0.1u","CAP_NONPOL_0402",129.370000,-123.960000,-135.000000,top
"C189","0.1u","CAP_NONPOL_0402",126.370000,-112.810000,90.000000,top
"C191","1n","CAP_NONPOL_0402",126.370000,-94.210000,0.000000,top
"C192","1n","CAP_NONPOL_0402",127.520000,-101.410000,90.000000,top
"C193","1n","CAP_NONPOL_0402",125.920000,-101.410000,90.000000,top
"C195","1u","CAP_NONPOL_0805",211.270000,-132.810000,90.000000,top
"C196","10u","CAP_NONPOL_0805",213.270000,-132.810000,90.000000,top
"C197","0.1u","CAP_NONPOL_0402",209.670000,-132.410000,90.000000,top
"C198","10u","CAP_NONPOL_0805",222.865000,-132.785000,90.000000,top
"C199","1u","CAP_NONPOL_0805",224.865000,-132.785000,90.000000,top
"C200","0.1u","CAP_NONPOL_0402",226.465000,-132.385000,90.000000,top
"C201","1n","CAP_NONPOL_0402",124.320000,-101.410000,90.000000,top
"C202","0.1u","CAP_NONPOL_0402",122.570000,-90.810000,-90.000000,top
"C203","0.1u","CAP_NONPOL_0402",72.770000,-103.410000,180.000000,top
"C204","0.1u","CAP_NONPOL_0402",72.770000,-100.410000,180.000000,top
"C205","1u","CAP_NONPOL_0805",75.570000,-103.010000,-90.000000,top
"C206","1u","CAP_NONPOL_0805",92.970000,-97.660000,180.000000,top
"C207","1u","CAP_NONPOL_0805",92.970000,-95.660000,180.000000,top
"C208","0.1u","CAP_NONPOL_0402",96.970000,-91.065000,-90.000000,top
"C209","1u","CAP_NONPOL_0805",92.945000,-93.565000,0.000000,top
"C210","1u","CAP_NONPOL_0805",92.945000,-91.665000,0.000000,top
"C211","0.1u","CAP_NONPOL_0402",104.970000,-91.110000,-90.000000,top
"C212","0.1u","CAP_NONPOL_0402",100.180000,-88.815000,0.000000,top
"C213","1u","CAP_NONPOL_0805",106.570000,-90.610000,-90.000000,top
"C214","0.1u","CAP_NONPOL_0402",99.870000,-96.810000,0.000000,top
"C215","1u","CAP_NONPOL_0805",99.370000,-98.410000,0.000000,top
"C216","10u","CAP_NONPOL_0805",99.675000,-87.210000,0.000000,top
"C217","0.1u","CAP_NONPOL_0402",107.120000,-99.610000,180.000000,top
"C218","0.1u","CAP_NONPOL_0402",135.570000,-79.810000,-90.000000,top
"C219","10u","CAP_NONPOL_1210",75.420000,-129.005000,0.000000,top
"C221","0.1u","CAP_NONPOL_0402",135.570000,-73.385000,-90.000000,top
"C228","0.1u","CAP_NONPOL_0402",223.170000,-96.810000,-90.000000,top
"C229","0.1u","CAP_NONPOL_0402",183.470000,-131.010000,90.000000,top
"C230","22u","CAP_NONPOL_0805",182.770000,-136.510000,90.000000,top
"C231","0.1u","CAP_NONPOL_0402",186.770000,-136.010000,90.000000,top
"C232","0.1u","CAP_NONPOL_0402",185.570000,-136.010000,90.000000,top
"C233","0.1u","CAP_NONPOL_0402",183.970000,-122.210000,90.000000,top
"C234","0.1u","CAP_NONPOL_0402",185.070000,-118.110000,-90.000000,top
"C235","22u","CAP_NONPOL_0805",183.070000,-120.110000,0.000000,top
"C236","0.1u","CAP_NONPOL_0402",186.370000,-122.210000,90.000000,top
"C237","0.1u","CAP_NONPOL_0402",185.170000,-122.210000,90.000000,top
"C238","0.1u","CAP_NONPOL_0402",184.370000,-136.010000,90.000000,top
"C239","0.1u","CAP_NONPOL_0402",186.370000,-118.110000,-90.000000,top
"C240","0.1u","CAP_NONPOL_0402",199.320000,-56.960000,-90.000000,top
"C241","0.1u","CAP_NONPOL_0402",200.419999,-56.960000,-90.000000,top
"C242","10u","CAP_NONPOL_1210",109.370000,-116.910000,90.000000,top
"C243","10u","CAP_NONPOL_1210",107.170000,-104.610000,90.000000,top
"C245","10u","CAP_NONPOL_1210",110.870000,-129.110000,90.000000,top
"C248","10u","CAP_NONPOL_1210",85.620000,-130.210000,0.000000,top
"C252","0.1u","CAP_NONPOL_0402",88.170000,-119.310000,180.000000,top
"C253","0.1u","CAP_NONPOL_0402",195.065000,-105.810000,-90.000000,top
"D1","ESD7016MUTAG","UDFN8",178.529998,-109.310000,180.000000,top
"D2","ESD7016MUTAG","UDFN8",170.570000,-58.610000,0.000000,top
"D3","ESD7016MUTAG","UDFN8",94.970000,-57.410000,0.000000,top
"D4","ESD7016MUTAG","UDFN8",77.170000,-57.410000,0.000000,top
"D5","BAT42WS-TP","SOD-323",150.445000,-88.060000,90.000000,top
"D6","BAT42WS-TP","SOD-323",189.870000,-112.810000,90.000000,top
"D7","BAT42WS-TP","SOD-323",187.770000,-112.810000,90.000000,top
"D8","SMAJ12CA","DO-214AC",75.320000,-125.710000,0.000000,top
"D9","MMSZ5242B-TP","SOD-123",92.465001,-136.305000,-90.000000,top
"D10","BAT42WS-TP","SOD-323",211.670000,-110.225000,90.000000,top
"D11","ESD7016MUTAG","UDFN8",200.270000,-125.310000,0.000000,top
"D12","ESD7016MUTAG","UDFN8",136.470000,-54.210000,0.000000,top
"D13","ESD7016MUTAG","UDFN8",117.900000,-70.500000,0.000000,top
"D14","ESD7016MUTAG","UDFN8",111.100000,-70.570000,0.000000,top
"D15","ESD7016MUTAG","UDFN8",130.870000,-54.210000,0.000000,top
"D16","BAT42WS-TP","SOD-323",224.370000,-99.410000,90.000000,top
"D17","ESD7016MUTAG","UDFN8",148.970000,-47.210000,0.000000,top
"D18","ESD7016MUTAG","UDFN8",185.770000,-130.070000,-90.000000,top
"D19","ESD7016MUTAG","UDFN8",154.670000,-47.210000,0.000000,top
"D20","D1213A-02SOL-7","SOT-23-3",220.370000,-81.910000,90.000000,top
"D21","ESD7016MUTAG","UDFN8",158.770000,-100.810000,180.000000,top
"D22","ESD7016MUTAG","UDFN8",155.170000,-100.810000,180.000000,top
"D23","ESD7016MUTAG","UDFN8",116.070000,-88.205001,180.000000,top
"D24","BAT42WS-TP","SOD-323",148.274999,-63.310000,180.000000,top
"D25","BAT42WS-TP","SOD-323",144.975000,-70.110000,180.000000,top
"D26","BAT42WS-TP","SOD-323",144.975000,-71.910000,0.000000,top
"D27","BAT42WS-TP","SOD-323",148.274999,-65.210000,0.000000,top
"D28","BAT42WS-TP","SOD-323",140.695000,-88.410000,180.000000,top
"D30","SK34A-LTP","DO-214AC",139.620000,-101.710000,180.000000,top
"D31","MMSZ5231B","SOD-123",127.620000,-131.110000,0.000000,top
"D32","MMSZ5226B","SOD-123",126.170000,-119.210000,0.000000,top
"D33","DDZ9678-7","SOD-123",123.770000,-107.210000,0.000000,top
"D34","LTST-C190KGKT","LED_0603",123.570000,-88.810000,0.000000,top
"D35","D1213A-02SOL-7","SOT-23-3",220.370000,-85.310000,90.000000,top
"D38","LTST-C190KGKT","LED_0603",231.170000,-97.410000,180.000000,top
"D39","LTST-C190KGKT","LED_0603",231.170000,-95.810000,180.000000,top
"D40","LTST-C190KGKT","LED_0603",231.170000,-99.010000,0.000000,top
"D41","LTST-C190KGKT","LED_0603",231.170000,-100.610000,180.000000,top
"D42","D1213A-02SOL-7","SOT-23-3",207.070000,-92.080000,90.000000,top
"D43","LTST-C190KGKT","LED_0603",69.970000,-136.410000,90.000000,top
"D44","D1213A-02SOL-7","SOT-23-3",89.370000,-92.610000,-90.000000,top
"D45","D1213A-02SOL-7","SOT-23-3",90.070000,-87.510000,135.000000,top
"D46","D1213A-02SOL-7","SOT-23-3",213.385585,-88.510000,180.000000,top
"D47","LTST-C190KGKT","LED_0603",177.670000,-137.710000,0.000000,top
"D48","D1213A-02SOL-7","SOT-23-3",75.625000,-109.585000,-90.000000,top
"D49","D1213A-02SOL-7","SOT-23-3",221.820000,-93.210000,180.000000,top
"F1","MINISMDC050F-2","PTC_1812",87.370000,-69.710000,45.000000,top
"F2","MINISMDC050F-2","PTC_1812",71.895001,-69.710000,45.000000,top
"F3","MINISMDC260F/16-2","PTC_1812",80.825000,-127.610000,-90.000000,top
"F4","MINISMDC260F/16-2","PTC_1812",69.820000,-127.610000,-90.000000,top
"FID1","~","FIDUCIAL",81.725000,-106.110000,0.000000,top
"FID2","~","FIDUCIAL",224.920000,-136.735000,0.000000,top
"FID3","~","FIDUCIAL",70.820000,-57.610000,0.000000,top
"FID4","~","FIDUCIAL",223.545000,-41.985000,0.000000,top
"FID5","~","FIDUCIAL",131.620000,-99.010000,0.000000,top
"FID6","~","FIDUCIAL",175.195000,-58.485000,0.000000,top
"HOLE1","MTG_hole_cir_5mm_pad_3mm_drill","MTG_hole_cir_5mm_pad_3mm_drill",63.220000,-126.730000,0.000000,top
"HOLE2","MTG_hole_cir_5mm_pad_3mm_drill","MTG_hole_cir_5mm_pad_3mm_drill",63.220000,-51.110000,0.000000,top
"HOLE3","MTG_hole_cir_5mm_pad_3mm_drill","MTG_hole_cir_5mm_pad_3mm_drill",237.120000,-126.730000,0.000000,top
"HOLE4","MTG_hole_cir_5mm_pad_3mm_drill","MTG_hole_cir_5mm_pad_3mm_drill",237.120000,-51.110000,0.000000,top
"ITEM1","Raspberry PI CM4 and CM5 symbol","rPI_CM4_CM5",205.350000,-58.770000,180.000000,top
"J1","DM3AT-SF-PEJM5","DM3AT-SF-PEJM5",169.070000,-47.260000,180.000000,top
"J2","0484050003","0484050003",95.120000,-47.110000,180.000000,top
"J3","0484050003","0484050003",77.120000,-47.110000,180.000000,top
"J4","2086581001","2086581001",133.570000,-45.615000,180.000000,top
"J5","0826-1X1T-32-F","0826-1X1T-32-F",114.140000,-52.360000,0.000000,top
"J7","2998TR","2998TR",228.170000,-107.610000,-90.000000,top
"J8","62684-402100ALF","62684-402100ALF",154.970000,-106.747500,0.000000,top
"J9","5051101092","5051101092",115.620000,-92.535000,0.000000,top
"J10","PR20206VBNN","HEADER_6P_2_54MM",178.099999,-112.010000,180.000000,top
"J11","MIKROE-4247","MIKROBUS_SOCKET_TH",218.070000,-124.549999,-90.000000,top
"J12","RPI_CMx_B","DF40HC(3.0)-100DS-0.4V",207.850000,-41.770000,0.000000,top
"J13","SJ-3523-SMT-TR","SJ-352X-SMT",77.269999,-94.160000,-90.000000,top
"J14","SJ-3523-SMT-TR","SJ-352X-SMT",77.270000,-82.710000,-90.000000,top
"J15","694106301002","694106301002",74.870000,-118.510000,-90.000000,top
"J16","12401598E4#2A","12401598E4#2A",226.912500,-85.000000,90.000000,top
"J17","5051102291","5051102291",151.820000,-41.697500,180.000000,top
"J19","RPI_CMx_A","DF40HC(3.0)-100DS-0.4V",207.850000,-75.770000,0.000000,top
"J21","61300311121","HEADER_3P_2_54MM",214.785585,-94.438427,0.000000,top
"J22","61300311121","HEADER_3P_2_54MM",214.780000,-91.610000,0.000000,top
"J23","MDT420M03001","MDT420M03001",190.800000,-127.260000,-90.000000,top
"J24","SM04B-SRSS-TB","SM04B-SRSS-TB",70.620000,-108.410000,-90.000000,top
"L1","PA5003.332NLT","PA5003",119.870000,-133.960000,0.000000,top
"L2","PA5003.222NLT","PA5003",118.370000,-121.810000,0.000000,top
"L3","PA5003.152NLT","PA5003",116.170000,-109.610000,0.000000,top
"L4","PA5003.332NLT","PA5003",146.345000,-86.910000,180.000000,top
"L5","PA5003.472NLT","PA5003",137.120000,-97.460000,-90.000000,top
"L6","CM7060P701R-10","CM7060",75.515001,-134.905000,90.000000,top
"MTG1","9774030951R","9774030151R",229.350000,-42.270000,0.000000,top
"MTG2","9774030951R","9774030151R",181.350000,-42.270000,0.000000,top
"MTG3","9774030951R","9774030151R",181.350001,-75.270000,0.000000,top
"MTG4","9774030951R","9774030151R",229.350002,-75.270001,0.000000,top
"MTG9","9774025243R","9774025243R",132.545000,-127.260000,0.000000,top
"Q1","DMPH6050SK3-13","TO-252-3",85.415001,-135.405000,90.000000,top
"Q2","2N7002","SOT-23-3",92.620000,-129.210000,180.000000,top
"Q3","2N7002","SOT-23-3",94.870000,-125.710000,90.000000,top
"Q4","2N7002","SOT-23-3",153.470000,-53.110000,-90.000000,top
"Q5","2N7002","SOT-23-3",150.170000,-53.110000,90.000000,top
"Q6","2N7002","SOT-23-3",154.670000,-56.510000,180.000000,top
"Q7","2N7002","SOT-23-3",101.620000,-130.710000,-90.000000,top
"Q8","2N7002","SOT-23-3",127.570000,-91.210000,0.000000,top
"Q9","2N7002","SOT-23-3",132.570000,-87.410000,180.000000,top
"Q10","SSM3K56FS,LF","SC-75",164.895000,-86.110000,90.000000,top
"Q11","SSM3K56FS,LF","SC-75",164.895000,-82.810000,90.000000,top
"Q12","2N7002","SOT-23-3",221.170000,-69.910000,180.000000,top
"Q13","2N7002","SOT-23-3",128.770000,-87.410000,0.000000,top
"Q14","2N7002","SOT-23-3",144.295000,-78.110000,-90.000000,top
"Q15","2N7002","SOT-23-3",144.095000,-81.610000,180.000000,top
"Q16","DMP3030SN-7","SOT-23-3",141.895000,-85.760000,180.000000,top
"Q18","MMBT3904-7-F","SOT-23-3",152.275000,-67.709999,90.000000,top
"Q19","2N7002","SOT-23-3",93.870000,-118.960000,0.000000,top
"Q20","2N7002","SOT-23-3",94.870000,-122.210000,0.000000,top
"Q21","2N7002","SOT-23-3",215.170000,-106.710000,0.000000,top
"Q22","SSM3K56FS,LF","SC-75",216.570000,-66.010000,0.000000,top
"Q23","SSM3K56FS,LF","SC-75",213.970000,-66.210000,90.000000,top
"Q24","2N7002","SOT-23-3",93.870000,-115.710000,0.000000,top
"Q25","2N7002","SOT-23-3",202.870000,-109.010000,-90.000000,top
"Q26","2N7002","SOT-23-3",207.770000,-108.010000,0.000000,top
"R1","10K","RES_0402",182.770000,-93.810000,180.000000,top
"R2","22R","RES_0402",207.570000,-70.610000,90.000000,top
"R3","22R","RES_0402",184.870000,-97.360000,180.000000,top
"R4","22R","RES_0402",202.470000,-96.410000,0.000000,top
"R5","10K","RES_0402",189.865000,-107.910000,-90.000000,top
"R6","10K","RES_0402",188.565000,-107.910000,-90.000000,top
"R7","30K1","RES_0402",180.270000,-92.510000,180.000000,top
"R8","10K","RES_0402",181.970000,-92.010000,-90.000000,top
"R9","10K","RES_0402",147.220000,-51.935000,180.000000,top
"R10","10K","RES_0402",151.670000,-55.410000,180.000000,top
"R11","10K","RES_0402",157.470000,-55.510000,0.000000,top
"R12","10K","RES_0402",155.370000,-60.010000,0.000000,top
"R13","0R","RES_0402",155.375000,-58.815000,0.000000,top
"R14","1Meg","RES_0402",158.365000,-58.314999,-90.000000,top
"R15","10K","RES_0402",160.270000,-56.210000,0.000000,top
"R16","10K","RES_0402",89.770000,-96.010000,0.000000,top
"R17","10K","RES_0402",89.770000,-97.210000,0.000000,top
"R18","4K7","RES_0402",69.975000,-133.310000,90.000000,top
"R19","10K","RES_0402",208.770000,-70.610000,90.000000,top
"R20","22R","RES_0402",201.570000,-70.610000,90.000000,top
"R21","100K","RES_0402",96.620000,-114.710000,180.000000,top
"R22","10K","RES_0402",208.270000,-104.410000,180.000000,top
"R23","22R","RES_0402",198.965000,-105.810000,-90.000000,top
"R24","0R","RES_0402",214.370000,-103.010000,0.000000,top
"R25","10K","RES_0402",96.620000,-117.960000,0.000000,top
"R26","10K","RES_0402",91.370000,-120.210000,-90.000000,top
"R27","10K","RES_0402",91.870000,-121.960000,180.000000,top
"R28","0R","RES_0402",214.370000,-101.810000,180.000000,top
"R29","0R","RES_0402",91.870000,-123.210000,180.000000,top
"R30","1Meg","RES_0402",213.370000,-110.725000,-90.000000,top
"R31","10K","RES_0402",215.375000,-104.310000,0.000000,top
"R32","0R","RES_0402",75.570000,-61.510000,-90.000000,top
"R33","0R","RES_0402",76.770000,-61.510000,-90.000000,top
"R34","0R","RES_0402",72.470000,-61.510000,-90.000000,top
"R35","0R","RES_0402",73.670000,-61.510000,-90.000000,top
"R36","0R","RES_0402",78.665000,-61.510000,-90.000000,top
"R37","0R","RES_0402",79.870000,-61.510000,-90.000000,top
"R38","0R","RES_0402",93.770000,-61.510000,-90.000000,top
"R39","0R","RES_0402",94.970000,-61.510000,-90.000000,top
"R40","0R","RES_0402",90.670000,-61.510000,-90.000000,top
"R41","0R","RES_0402",91.870000,-61.510000,-90.000000,top
"R42","0R","RES_0402",96.870000,-61.510000,-90.000000,top
"R43","0R","RES_0402",98.070000,-61.510000,-90.000000,top
"R44","0R","RES_0402",77.565000,-69.585000,-90.000000,top
"R45","0R","RES_0402",75.965000,-70.585000,0.000000,top
"R46","10K","RES_0402",78.765000,-69.585000,-90.000000,top
"R47","10K","RES_0402",75.965000,-71.785000,0.000000,top
"R48","10K","RES_0402",82.165000,-74.185000,0.000000,top
"R49","10K","RES_0402",76.965000,-74.185000,180.000000,top
"R50","1K6","RES_0402",102.370000,-74.010000,-135.000000,top
"R51","10K","RES_0402",87.820000,-73.560000,180.000000,top
"R52","10K","RES_0402",119.370000,-76.810000,180.000000,top
"R53","1Meg","RES_0402",102.870000,-78.160000,90.000000,top
"R54","10K","RES_0402",119.370000,-78.210000,0.000000,top
"R55","10K","RES_0402",109.170000,-75.405000,0.000000,top
"R56","10K","RES_0402",109.170000,-76.805000,0.000000,top
"R57","10K","RES_0402",119.370000,-79.610000,180.000000,top
"R58","0R","RES_0603",68.120000,-51.710000,-90.000000,top
"R59","0R","RES_0603",86.120000,-51.710000,-90.000000,top
"R60","22R","RES_0402",92.970000,-83.210000,45.000000,top
"R61","10K","RES_0402",87.420000,-75.310000,0.000000,top
"R62","10K","RES_0402",192.465000,-107.910000,-90.000000,top
"R63","10K","RES_0402",180.270000,-105.610000,180.000000,top
"R64","100K","RES_0402",183.175000,-106.104999,90.000000,top
"R65","10K","RES_0402",180.270000,-103.410000,180.000000,top
"R66","10K","RES_0402",183.170000,-103.910000,90.000000,top
"R67","0R","RES_0402",180.270000,-101.310000,180.000000,top
"R68","10K","RES_0402",183.170000,-101.710000,90.000000,top
"R69","10K","RES_0402",195.065002,-107.931321,-90.000000,top
"R70","0R","RES_0402",180.270000,-98.710000,180.000000,top
"R71","10K","RES_0402",183.170000,-98.210000,-90.000000,top
"R72","10K","RES_0402",197.665000,-105.810000,90.000000,top
"R73","1Meg","RES_0402",202.870000,-98.210000,-90.000000,top
"R74","10K","RES_0402",184.870000,-98.710000,180.000000,top
"R75","10K","RES_0402",184.870000,-101.310000,180.000000,top
"R76","10K","RES_0402",184.870000,-103.410000,180.000000,top
"R77","10K","RES_0402",184.870000,-105.610000,180.000000,top
"R78","10K","RES_0402",184.870000,-92.510000,180.000000,top
"R79","22R","RES_0402",184.870000,-96.060000,180.000000,top
"R80","22R","RES_0402",191.165000,-105.810000,-90.000000,top
"R81","22R","RES_0402",192.465000,-105.810000,-90.000000,top
"R82","22R","RES_0402",196.365000,-105.810000,-90.000000,top
"R83","4K7","RES_0402",218.870000,-113.510000,180.000000,top
"R84","22R","RES_0402",193.765000,-105.810000,-90.000000,top
"R85","10K","RES_0402",188.070000,-88.310000,90.000000,top
"R86","22R","RES_0402",199.705530,-88.310000,90.000000,top
"R87","10K","RES_0402",202.533959,-100.010000,180.000000,top
"R88","0R","RES_0402",73.675000,-63.504999,90.000000,top
"R89","10K","RES_0402",202.470000,-92.510000,0.000000,top
"R90","22R","RES_0402",125.570000,-75.985000,180.000000,top
"R91","10K","RES_0402",175.070000,-80.410000,180.000000,top
"R92","10K","RES_0402",175.070000,-81.610000,0.000000,top
"R93","10K","RES_0402",177.164999,-81.605000,180.000000,top
"R94","10K","RES_0402",171.970000,-82.410000,-90.000000,top
"R95","0R","RES_0402",177.170000,-82.810000,180.000000,top
"R96","0R","RES_0402",169.869999,-90.460000,0.000000,top
"R97","0R","RES_0402",170.370000,-82.810000,0.000000,top
"R98","4K7","RES_0402",164.595000,-81.210000,0.000000,top
"R99","4K7","RES_0402",166.795000,-82.810000,-90.000000,top
"R100","10K","RES_0402",169.470000,-79.910000,90.000000,top
"R101","0R","RES_0603",124.570000,-53.310000,-90.000000,top
